
/* 
 * Runtime Report In Seconds
 */

 2 20000	 1.05e-04 1.35e-04 1.67e-04 3.15e-04 2.18e-04
 2 40000	 4.71e-04 4.71e-04 3.76e-04 4.34e-04 4.71e-04
 4 20000	 3.09e-04 2.58e-04 2.10e-04 1.50e-04 2.18e-04
 4 40000	 2.69e-04 4.03e-04 2.09e-04 3.06e-04 2.82e-04
 6 20000	 1.72e-04 1.58e-04 1.36e-04 1.29e-04 1.57e-04
 6 40000	 2.82e-04 2.57e-04 2.56e-04 2.73e-04 2.56e-04
 8 20000	 1.29e-04 1.89e-04 1.36e-04 1.29e-04 1.49e-04
 8 40000	 2.82e-04 5.44e-04 3.13e-04 4.03e-04 4.03e-04
