
/* 
 * Runtime Report In Seconds
 */

 2 20000	 4.44e-05 6.89e-05 4.48e-05 5.04e-05 8.14e-05
 2 40000	 8.65e-05 1.13e-04 8.88e-05 8.70e-05 8.69e-05
 4 20000	 4.93e-05 2.95e-05 6.04e-05 5.91e-05 8.55e-05
 4 40000	 1.17e-04 1.34e-04 9.84e-05 9.55e-05 9.04e-05
 6 20000	 6.93e-05 9.15e-05 4.86e-05 3.80e-04 4.85e-05
 6 40000	 1.75e-04 1.03e-04 9.08e-05 7.16e-05 7.83e-05
 8 20000	 8.83e-05 6.09e-05 3.59e-05 7.95e-05 1.03e-04
 8 40000	 1.03e-04 1.12e-04 1.00e-04 1.19e-04 1.14e-04
